"projectID","lakeID","sampleID","dateSample","parameter","parameterValue","QCcode","flag","comments","metadataID","updateID"
3,"WL","WL_DeepHole_20200721_0957_PML_2_Limno.Sample.20160505",2020-07-21,"TP",12.0671890470544,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"WL","WL_DeepHole_20200721_0957_Hypo_8_Limno.Sample.20160505",2020-07-21,"TP",30.6045660099712,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_DeepHole_20200722_1145_PML_2_Limno.Sample.20160505",2020-07-22,"TP",8.19119204571725,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_DeepHole_20200722_1145_Hypo_8_Limno.Sample.20160505",2020-07-22,"TP",75.431313938479,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_Inlet1_20200722_1145_Surface_0_Limno.Sample.20160505",2020-07-22,"TP",44.7603811452894,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_DeepHole_20200728_1210_PML_1_Limno.Sample.20160505",2020-07-28,"TP",15.4376212221302,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_DeepHole_20200728_1210_Hypo_8_Limno.Sample.20160505",2020-07-28,"TP",81.6666134623692,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_Inlet1_20200728_1210_Surface_0_Limno.Sample.20160505",2020-07-28,"TP",41.895513796475,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"WL","WL_DeepHole_20200728_1015_PML_1.5_Limno.Sample.20160505",2020-07-28,"TP",14.4264915696074,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"WL","WL_DeepHole_20200728_1015_Hypo_8_Limno.Sample.20160505",2020-07-28,"TP",61.7810636294221,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_DeepHole_20200804_1045_PML_2_Limno.Sample.20160505",2020-08-04,"TP",15.1005780046226,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_DeepHole_20200804_1045_Hypo_8_Limno.Sample.20160505",2020-08-04,"TP",73.4090546334336,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_Inlet1_20200804_1045_Surface_0_Limno.Sample.20160505",2020-08-04,"TP",101.046598469055,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"WL","WL_DeepHole_20200804_0845_PML_2.5_Limno.Sample.20160505",2020-08-04,"TP",11.3931026120392,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"WL","WL_DeepHole_20200804_0845_Hypo_8_Limno.Sample.20160505",2020-08-04,"TP",58.2421098455925,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_DeepHole_20200609_1148_PML_0.5_Limno.Sample.20160505",2020-06-09,"TP",12.4067001085782,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_DeepHole_20200811_1045_PML_1_Limno.Sample.20160505",2020-08-11,"TP",15.9431860483915,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_DeepHole_20200811_1045_Hypo_8_Limno.Sample.20160505",2020-08-11,"TP",80.1499189835851,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_Inlet1_20200811_1045_Surface_0_Limno.Sample.20160505",2020-08-11,"TP",70.1045230728374,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"WL","WL_DeepHole_20200811_0948_PML_1.5_Limno.Sample.20160505",2020-08-11,"TP",13.2468403083309,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_DeepHole_20200609_1148_Hypo_8_Limno.Sample.20160505",2020-06-09,"TP",49.1266529742626,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_Inlet1_20200609_1148_Surface_0_Limno.Sample.20160505",2020-06-09,"TP",134.351101718339,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_DeepHole_20200820_1132_PML_1.5_Limno.Sample.20160505",2020-08-20,"TP",14.5751365598381,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_DeepHole_20200820_1132_Hypo_8_Limno.Sample.20160505",2020-08-20,"TP",83.3096820606848,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"FE","FE_Inlet1_20200820_1132_Surface_0_Limno.Sample.20160505",2020-08-20,"TP",202.8489028829,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"WL","WL_DeepHole_20200609_1020_PML_1_Limno.Sample.20160505",2020-06-09,"TP",7.79535719056204,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"WL","WL_DeepHole_20200820_0910_PML_2_Limno.Sample.20160505",2020-08-20,"TP",11.5277921780271,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
3,"WL","WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505",2020-08-20,"TP",68.4115539718313,NA,0,NA,"Nutrients.20110601","tableNutrients.20210217"
