[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Vial	Excluded	Inj. Vol.	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 10:55:15 AM	1	1	NPOC	2.324	2.248	0.000	 	 	 	1	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 10:57:25 AM	1	2	NPOC	1.819	2.248	0.000	 	 	 	1	1	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 10:59:33 AM	1	3	NPOC	2.209	2.248	0.000	 	 	 	1	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:01:42 AM	1	4	NPOC	1.669	2.248	0.000	 	 	 	1	1	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:03:49 AM	1	5	NPOC	2.210	2.248	0.000	 	 	 	1	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:08:57 AM	2	1	NPOC	8.843	8.784	2.500	 	 	 	2	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:11:37 AM	2	2	NPOC	8.866	8.784	2.500	 	 	 	2	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:14:09 AM	2	3	NPOC	8.643	8.784	2.500	 	 	 	2	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:19:11 AM	3	1	NPOC	15.15	15.13	5.000	 	 	 	3	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:21:42 AM	3	2	NPOC	15.19	15.13	5.000	 	 	 	3	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:24:10 AM	3	3	NPOC	15.06	15.13	5.000	 	 	 	3	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:29:16 AM	4	1	NPOC	30.47	30.43	10.00	 	 	 	4	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:31:54 AM	4	2	NPOC	30.82	30.43	10.00	 	 	 	4	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:34:42 AM	4	3	NPOC	30.01	30.43	10.00	 	 	 	4	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:40:04 AM	5	1	NPOC	56.32	56.42	20.00	 	 	 	5	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:42:51 AM	5	2	NPOC	56.63	56.42	20.00	 	 	 	5	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:45:35 AM	5	3	NPOC	56.30	56.42	20.00	 	 	 	5	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:50:57 AM	6	1	NPOC	83.68	84.43	30.00	 	 	 	6	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:54:02 AM	6	2	NPOC	84.75	84.43	30.00	 	 	 	6	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 11:56:53 AM	6	3	NPOC	84.86	84.43	30.00	 	 	 	6	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 12:02:18 PM	7	1	NPOC	275.5	277.6	100.0	 	 	 	7	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 12:05:11 PM	7	2	NPOC	277.1	277.6	100.0	 	 	 	7	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal		1.00		10/19/2020 12:08:07 PM	7	3	NPOC	280.2	277.6	100.0	 	 	 	7	0	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:13:00 PM	1	1	NPOC	2.443	1.521	0.1884	-0.1461	NPOC:-0.1461mg/L	NPOC:-0.1461mg/L	8	1	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:15:11 PM	1	2	NPOC	1.986	1.521	0.02252	-0.1461	NPOC:-0.1461mg/L	NPOC:-0.1461mg/L	8	1	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:17:23 PM	1	3	NPOC	1.628	1.521	-0.1074	-0.1461	NPOC:-0.1461mg/L	NPOC:-0.1461mg/L	8	0	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:19:34 PM	1	4	NPOC	1.536	1.521	-0.1408	-0.1461	NPOC:-0.1461mg/L	NPOC:-0.1461mg/L	8	0	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:21:43 PM	1	5	NPOC	1.400	1.521	-0.1901	-0.1461	NPOC:-0.1461mg/L	NPOC:-0.1461mg/L	8	0	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:26:21 PM	1	1	NPOC	0.8412	0.9172	-0.3929	-0.3653	NPOC:-0.3653mg/L	NPOC:-0.3653mg/L	9	0	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:28:29 PM	1	2	NPOC	0.9470	0.9172	-0.3545	-0.3653	NPOC:-0.3653mg/L	NPOC:-0.3653mg/L	9	0	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:30:40 PM	1	3	NPOC	0.9634	0.9172	-0.3486	-0.3653	NPOC:-0.3653mg/L	NPOC:-0.3653mg/L	9	0	50	
Unknown	NPOC	58	58	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:35:57 PM	1	1	NPOC	36.59	37.11	12.58	12.77	NPOC:12.77mg/L	NPOC:12.77mg/L	10	0	50	
Unknown	NPOC	58	58	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:38:35 PM	1	2	NPOC	37.34	37.11	12.85	12.77	NPOC:12.77mg/L	NPOC:12.77mg/L	10	0	50	
Unknown	NPOC	58	58	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:41:16 PM	1	3	NPOC	37.40	37.11	12.87	12.77	NPOC:12.77mg/L	NPOC:12.77mg/L	10	0	50	
Unknown	NPOC	324	324	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:46:38 PM	1	1	NPOC	76.94	77.78	27.22	27.53	NPOC:27.53mg/L	NPOC:27.53mg/L	11	0	50	
Unknown	NPOC	324	324	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:49:32 PM	1	2	NPOC	78.54	77.78	27.80	27.53	NPOC:27.53mg/L	NPOC:27.53mg/L	11	0	50	
Unknown	NPOC	324	324	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:52:25 PM	1	3	NPOC	77.86	77.78	27.56	27.53	NPOC:27.53mg/L	NPOC:27.53mg/L	11	0	50	
Unknown	NPOC	271	271	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 12:57:39 PM	1	1	NPOC	21.47	21.08	7.093	6.951	NPOC:6.951mg/L	NPOC:6.951mg/L	12	0	50	
Unknown	NPOC	271	271	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 1:00:09 PM	1	2	NPOC	20.94	21.08	6.901	6.951	NPOC:6.951mg/L	NPOC:6.951mg/L	12	0	50	
Unknown	NPOC	271	271	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 1:02:52 PM	1	3	NPOC	20.83	21.08	6.861	6.951	NPOC:6.951mg/L	NPOC:6.951mg/L	12	0	50	
Unknown	NPOC	304	304	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 1:08:11 PM	1	1	NPOC	59.57	59.70	20.92	20.97	NPOC:20.97mg/L	NPOC:20.97mg/L	13	0	50	
Unknown	NPOC	304	304	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 1:11:00 PM	1	2	NPOC	59.90	59.70	21.04	20.97	NPOC:20.97mg/L	NPOC:20.97mg/L	13	0	50	
Unknown	NPOC	304	304	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 1:13:50 PM	1	3	NPOC	59.63	59.70	20.94	20.97	NPOC:20.97mg/L	NPOC:20.97mg/L	13	0	50	
Unknown	NPOC	385	385	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 1:19:09 PM	1	1	NPOC	28.12	28.28	9.506	9.564	NPOC:9.564mg/L	NPOC:9.564mg/L	14	0	50	
Unknown	NPOC	385	385	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 1:21:49 PM	1	2	NPOC	28.39	28.28	9.604	9.564	NPOC:9.564mg/L	NPOC:9.564mg/L	14	0	50	
Unknown	NPOC	385	385	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 1:24:26 PM	1	3	NPOC	28.33	28.28	9.582	9.564	NPOC:9.564mg/L	NPOC:9.564mg/L	14	0	50	
Unknown	NPOC	350	350	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 1:29:29 PM	1	1	NPOC	28.80	29.06	9.753	9.846	NPOC:9.846mg/L	NPOC:9.846mg/L	15	0	50	
Unknown	NPOC	350	350	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_19_10_47_27.cal	1.00		10/19/2020 1:32:09 PM	1	2	NPOC	29.36	29.06	9.956	9.846	NPOC:9.846mg/L	NPOC:9.846mg/L	15	0	50	
