[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Vial	Excluded	Inj. Vol.	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:04:15 PM	1	1	NPOC	1.814	1.869	0.000	 	 	 	1	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:06:24 PM	1	2	NPOC	2.212	1.869	0.000	 	 	 	1	1	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:08:31 PM	1	3	NPOC	1.880	1.869	0.000	 	 	 	1	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:10:41 PM	1	4	NPOC	1.913	1.869	0.000	 	 	 	1	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:15:41 PM	2	1	NPOC	8.060	8.515	2.500	 	 	 	2	1	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:18:12 PM	2	2	NPOC	8.607	8.515	2.500	 	 	 	2	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:20:35 PM	2	3	NPOC	8.469	8.515	2.500	 	 	 	2	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:23:05 PM	2	4	NPOC	8.924	8.515	2.500	 	 	 	2	1	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:25:29 PM	2	5	NPOC	8.468	8.515	2.500	 	 	 	2	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:30:28 PM	3	1	NPOC	17.02	17.24	5.000	 	 	 	3	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:33:01 PM	3	2	NPOC	17.52	17.24	5.000	 	 	 	3	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:35:29 PM	3	3	NPOC	17.19	17.24	5.000	 	 	 	3	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:40:41 PM	4	1	NPOC	28.06	28.57	10.00	 	 	 	4	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:43:17 PM	4	2	NPOC	28.72	28.57	10.00	 	 	 	4	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:46:04 PM	4	3	NPOC	28.92	28.57	10.00	 	 	 	4	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:51:17 PM	5	1	NPOC	54.51	55.24	20.00	 	 	 	5	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:54:06 PM	5	2	NPOC	55.65	55.24	20.00	 	 	 	5	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 5:56:57 PM	5	3	NPOC	55.56	55.24	20.00	 	 	 	5	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 6:02:11 PM	6	1	NPOC	81.82	82.40	30.00	 	 	 	6	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 6:04:56 PM	6	2	NPOC	82.64	82.40	30.00	 	 	 	6	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 6:07:44 PM	6	3	NPOC	82.75	82.40	30.00	 	 	 	6	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 6:13:12 PM	7	1	NPOC	272.7	275.0	100.0	 	 	 	7	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 6:15:58 PM	7	2	NPOC	277.8	275.0	100.0	 	 	 	7	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal		1.00		11/12/2020 6:18:53 PM	7	3	NPOC	274.5	275.0	100.0	 	 	 	7	0	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal	1.00		11/12/2020 6:23:32 PM	1	1	NPOC	2.128	1.826	0.1582	0.04746	NPOC:0.04746mg/L	NPOC:0.04746mg/L	8	1	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal	1.00		11/12/2020 6:25:43 PM	1	2	NPOC	1.906	1.826	0.07678	0.04746	NPOC:0.04746mg/L	NPOC:0.04746mg/L	8	0	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal	1.00		11/12/2020 6:27:51 PM	1	3	NPOC	1.788	1.826	0.03353	0.04746	NPOC:0.04746mg/L	NPOC:0.04746mg/L	8	0	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal	1.00		11/12/2020 6:29:58 PM	1	4	NPOC	1.784	1.826	0.03206	0.04746	NPOC:0.04746mg/L	NPOC:0.04746mg/L	8	0	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal	1.00		11/12/2020 6:34:34 PM	1	1	NPOC	1.071	1.098	-0.2293	-0.2193	NPOC:-0.2193mg/L	NPOC:-0.2193mg/L	9	0	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal	1.00		11/12/2020 6:36:41 PM	1	2	NPOC	1.301	1.098	-0.1450	-0.2193	NPOC:-0.2193mg/L	NPOC:-0.2193mg/L	9	1	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal	1.00		11/12/2020 6:38:48 PM	1	3	NPOC	1.114	1.098	-0.2135	-0.2193	NPOC:-0.2193mg/L	NPOC:-0.2193mg/L	9	0	50	
Unknown	NPOC	Dummy	Dummy	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal	1.00		11/12/2020 6:40:55 PM	1	4	NPOC	1.110	1.098	-0.2150	-0.2193	NPOC:-0.2193mg/L	NPOC:-0.2193mg/L	9	0	50	
Unknown	NPOC	134	134	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal	1.00		11/12/2020 6:45:56 PM	1	1	NPOC	25.68	25.94	8.791	8.886	NPOC:8.886mg/L	NPOC:8.886mg/L	10	0	50	
Unknown	NPOC	134	134	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_11_12_16_56_19.cal	1.00		11/12/2020 6:48:31 PM	1	2	NPOC	26.16	25.94	8.967	8.886	NPOC:8.886mg/L	NPOC:8.886mg/L	10	0	50	
