[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Vial	Excluded	Inj. Vol.	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 3:28:31 PM	1	1	NPOC	0.7644	0.7081	0.000	 	 	 	1	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 3:30:42 PM	1	2	NPOC	0.7782	0.7081	0.000	 	 	 	1	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 3:32:51 PM	1	3	NPOC	0.5480	0.7081	0.000	 	 	 	1	1	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 3:34:57 PM	1	4	NPOC	0.5816	0.7081	0.000	 	 	 	1	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 3:39:50 PM	2	1	NPOC	7.937	7.862	2.500	 	 	 	2	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 3:42:21 PM	2	2	NPOC	7.603	7.862	2.500	 	 	 	2	1	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 3:45:05 PM	2	3	NPOC	7.824	7.862	2.500	 	 	 	2	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 3:47:35 PM	2	4	NPOC	7.826	7.862	2.500	 	 	 	2	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 3:52:25 PM	3	1	NPOC	14.86	14.97	5.000	 	 	 	3	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 3:54:57 PM	3	2	NPOC	14.95	14.97	5.000	 	 	 	3	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 3:57:35 PM	3	3	NPOC	15.11	14.97	5.000	 	 	 	3	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 4:02:38 PM	4	1	NPOC	28.24	28.50	10.00	 	 	 	4	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 4:05:27 PM	4	2	NPOC	28.75	28.50	10.00	 	 	 	4	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 4:08:09 PM	4	3	NPOC	28.50	28.50	10.00	 	 	 	4	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 4:13:26 PM	5	1	NPOC	56.20	56.27	20.00	 	 	 	5	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 4:16:16 PM	5	2	NPOC	56.44	56.27	20.00	 	 	 	5	0	50	
Standard	NPOC	Untitled	Untitled	C:\TOC-L\CalCurves\RN_fewerInjections_20201113.2020_11_13_15_16_54.cal		1.00		11/13/2020 4:18:55 PM	5	3	NPOC	56.17	56.27	20.00	 	 	 	5	0	50	
